crop,state,disease,scientific_name,cause,symptoms,severity,season,environment,management,prevention,source,verification_status
Cardamom,Kerala,Azhukal Disease / Capsule Rot,Phytophthora nicotianae var. nicotianae (Phytophthora meadii),Oomycete / Fungal (Phytophthora nicotianae var. nicotianae),Water-soaked lesions on young capsules which turn dull brownish-black and rot with foul odor; infected capsules shed prematurely from panicle.,Critical,Southwest and Northeast Monsoon (June to November),"Monsoon rains, high humidity (>95%), mist, wet forest canopy shade.",Foliar and panicle spray with 1% Bordeaux mixture or Potassium Phosphonate @ 3ml/L; drench base of clump.,Remove dead mulch and trash around clumps prior to monsoon; thin excessive shade trees; spray biocontrol agents (Trichoderma viride).,Indian Cardamom Research Institute (ICRI Myladumpara) & ICAR-IISR,VERIFIED
Cardamom,Karnataka,Azhukal Disease / Capsule Rot,Phytophthora nicotianae var. nicotianae (Phytophthora meadii),Oomycete / Fungal (Phytophthora nicotianae var. nicotianae),Water-soaked lesions on young capsules which turn dull brownish-black and rot with foul odor; infected capsules shed prematurely from panicle.,Critical,Southwest and Northeast Monsoon (June to November),"Monsoon rains, high humidity (>95%), mist, wet forest canopy shade.",Foliar and panicle spray with 1% Bordeaux mixture or Potassium Phosphonate @ 3ml/L; drench base of clump.,Remove dead mulch and trash around clumps prior to monsoon; thin excessive shade trees; spray biocontrol agents (Trichoderma viride).,Indian Cardamom Research Institute (ICRI Myladumpara) & ICAR-IISR,VERIFIED
Cardamom,Tamil Nadu,Azhukal Disease / Capsule Rot,Phytophthora nicotianae var. nicotianae (Phytophthora meadii),Oomycete / Fungal (Phytophthora nicotianae var. nicotianae),Water-soaked lesions on young capsules which turn dull brownish-black and rot with foul odor; infected capsules shed prematurely from panicle.,Critical,Southwest and Northeast Monsoon (June to November),"Monsoon rains, high humidity (>95%), mist, wet forest canopy shade.",Foliar and panicle spray with 1% Bordeaux mixture or Potassium Phosphonate @ 3ml/L; drench base of clump.,Remove dead mulch and trash around clumps prior to monsoon; thin excessive shade trees; spray biocontrol agents (Trichoderma viride).,Indian Cardamom Research Institute (ICRI Myladumpara) & ICAR-IISR,VERIFIED
Turmeric,Tamil Nadu,Leaf Spot,Colletotrichum curcumae,Fungal (Colletotrichum curcumae),Elliptical to oblong brown spots with greyish-white centers and dark brown borders; yellow halo around spots; spots coalesce causing extensive drying of foliage.,Moderate to Severe,Post-monsoon (August to November),"Warm and humid conditions (26-30°C, RH >80%) with morning dew.",Foliar spray with Mancozeb 75% WP @ 2.5g/L or Carbendazim 12% + Mancozeb 63% WP @ 2g/L or Azoxystrobin 23% SC @ 1ml/L.,Treat seed rhizomes with Mancozeb @ 3g/L for 30 minutes before planting; practice crop rotation.,TNAU Agritech Portal & PJTSAU Crop Manual,VERIFIED
Turmeric,Telangana,Leaf Spot,Colletotrichum curcumae,Fungal (Colletotrichum curcumae),Elliptical to oblong brown spots with greyish-white centers and dark brown borders; yellow halo around spots; spots coalesce causing extensive drying of foliage.,Moderate to Severe,Post-monsoon (August to November),"Warm and humid conditions (26-30°C, RH >80%) with morning dew.",Foliar spray with Mancozeb 75% WP @ 2.5g/L or Carbendazim 12% + Mancozeb 63% WP @ 2g/L or Azoxystrobin 23% SC @ 1ml/L.,Treat seed rhizomes with Mancozeb @ 3g/L for 30 minutes before planting; practice crop rotation.,TNAU Agritech Portal & PJTSAU Crop Manual,VERIFIED
Turmeric,Andhra Pradesh,Leaf Spot,Colletotrichum curcumae,Fungal (Colletotrichum curcumae),Elliptical to oblong brown spots with greyish-white centers and dark brown borders; yellow halo around spots; spots coalesce causing extensive drying of foliage.,Moderate to Severe,Post-monsoon (August to November),"Warm and humid conditions (26-30°C, RH >80%) with morning dew.",Foliar spray with Mancozeb 75% WP @ 2.5g/L or Carbendazim 12% + Mancozeb 63% WP @ 2g/L or Azoxystrobin 23% SC @ 1ml/L.,Treat seed rhizomes with Mancozeb @ 3g/L for 30 minutes before planting; practice crop rotation.,TNAU Agritech Portal & PJTSAU Crop Manual,VERIFIED
Turmeric,Karnataka,Leaf Spot,Colletotrichum curcumae,Fungal (Colletotrichum curcumae),Elliptical to oblong brown spots with greyish-white centers and dark brown borders; yellow halo around spots; spots coalesce causing extensive drying of foliage.,Moderate to Severe,Post-monsoon (August to November),"Warm and humid conditions (26-30°C, RH >80%) with morning dew.",Foliar spray with Mancozeb 75% WP @ 2.5g/L or Carbendazim 12% + Mancozeb 63% WP @ 2g/L or Azoxystrobin 23% SC @ 1ml/L.,Treat seed rhizomes with Mancozeb @ 3g/L for 30 minutes before planting; practice crop rotation.,TNAU Agritech Portal & PJTSAU Crop Manual,VERIFIED
Arecanut / Betel Nut,Karnataka,Fruit Rot / Koleroga / Mahali,Phytophthora meadii,Oomycete / Fungal (Phytophthora meadii),"Water-soaked dark green lesions near nut calyx; affected nuts rot, lose luster and shed in enormous quantities forming a green/brown carpet on ground; white mycelial mass coats shed nuts.",Critical,Southwest monsoon (June to September),"Continuous heavy torrential southwest monsoon, low temperatures (20-24°C), relative humidity >95%.","Prophylactic spraying of 1% Bordeaux mixture with rosin soap resin adhesive onto nut bunches twice: first in late May/early June before monsoon, second 40-45 days later.",Tie protective polythene bags or areca frond covers (kotte) over nut bunches before monsoon onset; collect and burn fallen rotten nuts.,ICAR-CPCRI Regional Station Vittal & UAS Dharwad,VERIFIED
Arecanut / Betel Nut,Kerala,Fruit Rot / Koleroga / Mahali,Phytophthora meadii,Oomycete / Fungal (Phytophthora meadii),"Water-soaked dark green lesions near nut calyx; affected nuts rot, lose luster and shed in enormous quantities forming a green/brown carpet on ground; white mycelial mass coats shed nuts.",Critical,Southwest monsoon (June to September),"Continuous heavy torrential southwest monsoon, low temperatures (20-24°C), relative humidity >95%.","Prophylactic spraying of 1% Bordeaux mixture with rosin soap resin adhesive onto nut bunches twice: first in late May/early June before monsoon, second 40-45 days later.",Tie protective polythene bags or areca frond covers (kotte) over nut bunches before monsoon onset; collect and burn fallen rotten nuts.,ICAR-CPCRI Regional Station Vittal & UAS Dharwad,VERIFIED
Arecanut / Betel Nut,Tamil Nadu,Fruit Rot / Koleroga / Mahali,Phytophthora meadii,Oomycete / Fungal (Phytophthora meadii),"Water-soaked dark green lesions near nut calyx; affected nuts rot, lose luster and shed in enormous quantities forming a green/brown carpet on ground; white mycelial mass coats shed nuts.",Critical,Southwest monsoon (June to September),"Continuous heavy torrential southwest monsoon, low temperatures (20-24°C), relative humidity >95%.","Prophylactic spraying of 1% Bordeaux mixture with rosin soap resin adhesive onto nut bunches twice: first in late May/early June before monsoon, second 40-45 days later.",Tie protective polythene bags or areca frond covers (kotte) over nut bunches before monsoon onset; collect and burn fallen rotten nuts.,ICAR-CPCRI Regional Station Vittal & UAS Dharwad,VERIFIED
Cashew,Karnataka,Anthracnose and Inflorescence Blight,Colletotrichum gloeosporioides,Fungal (Colletotrichum gloeosporioides),Brown water-soaked necrotic lesions on floral panicles; drying and blackening of panicles (blight); black scabby lesions on tender cashew apples and developing nuts; gummy exudate on twigs.,Severe,Winter / Spring flowering season (December to March),"Heavy morning dew, relative humidity >85%, cloudy days during flushing and flowering.",Spray Bordeaux mixture 1% or Copper Oxychloride 50% WP @ 2.5g/L or Carbendazim 50% WP @ 1g/L at flushing and panicle emergence stages.,Prune criss-cross and dead branches post-harvest to allow sunlight penetration; remove dried floral panicles.,ICAR-Directorate of Cashew Research (DCR Puttur) & TNAU,VERIFIED
Cashew,Kerala,Anthracnose and Inflorescence Blight,Colletotrichum gloeosporioides,Fungal (Colletotrichum gloeosporioides),Brown water-soaked necrotic lesions on floral panicles; drying and blackening of panicles (blight); black scabby lesions on tender cashew apples and developing nuts; gummy exudate on twigs.,Severe,Winter / Spring flowering season (December to March),"Heavy morning dew, relative humidity >85%, cloudy days during flushing and flowering.",Spray Bordeaux mixture 1% or Copper Oxychloride 50% WP @ 2.5g/L or Carbendazim 50% WP @ 1g/L at flushing and panicle emergence stages.,Prune criss-cross and dead branches post-harvest to allow sunlight penetration; remove dried floral panicles.,ICAR-Directorate of Cashew Research (DCR Puttur) & TNAU,VERIFIED
Cashew,Tamil Nadu,Anthracnose and Inflorescence Blight,Colletotrichum gloeosporioides,Fungal (Colletotrichum gloeosporioides),Brown water-soaked necrotic lesions on floral panicles; drying and blackening of panicles (blight); black scabby lesions on tender cashew apples and developing nuts; gummy exudate on twigs.,Severe,Winter / Spring flowering season (December to March),"Heavy morning dew, relative humidity >85%, cloudy days during flushing and flowering.",Spray Bordeaux mixture 1% or Copper Oxychloride 50% WP @ 2.5g/L or Carbendazim 50% WP @ 1g/L at flushing and panicle emergence stages.,Prune criss-cross and dead branches post-harvest to allow sunlight penetration; remove dried floral panicles.,ICAR-Directorate of Cashew Research (DCR Puttur) & TNAU,VERIFIED
Cashew,Andhra Pradesh,Anthracnose and Inflorescence Blight,Colletotrichum gloeosporioides,Fungal (Colletotrichum gloeosporioides),Brown water-soaked necrotic lesions on floral panicles; drying and blackening of panicles (blight); black scabby lesions on tender cashew apples and developing nuts; gummy exudate on twigs.,Severe,Winter / Spring flowering season (December to March),"Heavy morning dew, relative humidity >85%, cloudy days during flushing and flowering.",Spray Bordeaux mixture 1% or Copper Oxychloride 50% WP @ 2.5g/L or Carbendazim 50% WP @ 1g/L at flushing and panicle emergence stages.,Prune criss-cross and dead branches post-harvest to allow sunlight penetration; remove dried floral panicles.,ICAR-Directorate of Cashew Research (DCR Puttur) & TNAU,VERIFIED
